donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
skillshare,cmd/skillshare/doctor_agents.go,a41bfa798dd80edf4c6110ec11edd721adc3e1d7622034ee1b5f5da04be04b8b,4029,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/doctor_json.go,1abf47f7ab538c8406148d805f05aba44f63e2cae493bb248673ffd8210651c5,2728,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/doctor_json_test.go,d8d79e0cc21875030b93592da8bc75137663e3216c1fca5783c9a1a75d1d3ad7,1632,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/doctor_shared_paths.go,1305537c69051dc8a151f6ca73477d9f0ff5790c2d63a1fdda87834f28ae0094,6617,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/doctor_shared_paths_test.go,afa96370b5be152764634b3a4fa35e1b9dba260c53e40cb4374eeed431697c63,7634,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/enable.go,d88bc845ed3ef15a7640809108f2c955f9cb35e36bb3a28cde8a86fd7b14b044,4038,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extension_resolve.go,e71979b09041e5f4c1ca03d2a7ffbdd1e4447b14f0261f5369260355c5ad1c59,1480,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extension_resolve_test.go,d61dff5434a572a373a39599db32c7f1246dbfbe58860753758c6f9f29213d7d,1334,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras.go,bc71d19660f2581770cc675012740420bf73f41bd460ff7cf4e579d89b5136a6,2247,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_add_target.go,aade84eeabd807a06fe6d7b9b408a38fc2c321a439fb83f32bf3b8e721d7fa5a,4237,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_collect.go,a16ec65b26c55083c2f031bd3ff21275ea491888e75aebb16d1738547e8da6d5,5984,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_init.go,618576dc5b0e380e60281c56582a9fde0baed553fdda054af676a2e9310cfe4f,7125,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_init_tui.go,a167a4cc42831e3054ebd6d6e3b2298e20fa74d77af5f697a73bb12e812d7cf4,11174,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_list.go,471f1b6cde4f06d36b74cfd2cb3c16fbe8faef151e5038f890ca58efd82db47f,7673,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_list_tui.go,735e4e66f55c5906f40c3cfbce4f63ef434541eebf19555e6c9afed04cd9759f,39010,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_list_tui_item.go,a2403feab2b2af7d6960b951d17fcbc92bdd6c3a32003c1c9076ca4122a057d5,1845,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_mode.go,07f50520da085f20afa9819ed98b2a9ff1ae3136a92debfb4db8db97914b8313,6911,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_remove.go,df5c96528050402e00b0df0e7f3b1387f8350e61924830fde8fdc7fcaf97d724,6532,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_remove_target.go,046a56c9f77cda7246096a7a60186294f1b2b76baa1a4c36a22c2549bc386455,6362,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_source.go,09f6e64303b81ff8bbceee5907da2cfd1c4d9219f35ac853de4345b99923146e,2567,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/extras_target_paths.go,90cf9f2c9bb21bd11f8ed940e925b950fc02690438618f0f6d20694c68e7ea59,648,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/gitroot.go,b176a871ce1bfec66e1c9f692ec237b464228f9caec2db0b021acc3c7e1fcb61,5223,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/helpers.go,5e1316417f81033e13fd4bf7587afeab0b9eea4d2a52e33f7a8afeb71bfb5fbe,1861,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/hub.go,df13d6a9148f274c9caa03112c0f0ce6025392562a0cdebca9f044a40e18ef61,7261,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/hub_manage.go,8decfca22fbb7a7f199b1737390268c5fbd140e8639c746ff470af5a0bc3839f,6672,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/init.go,e1be6fb870982fb92a97e4025d24f70ad6186eed15918d6b25686c9a63c5bedb,51508,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/init_project.go,0110c8f8c639af563c9df8d3cc865296d5ca80768ca029ecfef20799627fe260,17049,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/init_test.go,083f4558c13566c3cebe497c2f8ff0b4b29c12d77718cd2b74e8644b73216933,3454,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install.go,b4fc08ec5c2b77e63223b741ed493c8af85afb63e578f397e1ee7f9eef6fd840,20990,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_audit_render.go,c0c90ba91cf2e96f6b0906fdff62883fce9ae2da712fc9b8f8b17fcf1d6efa7f,24541,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_context.go,666e34bf377b1f3fffa0c9705c320e6fa8c3c13df96dc2de6770c6fcf500dc35,3571,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_context_test.go,0e0fa8fbb0944aa5dbaa70f310e65ee7fc6ebd89908f84b3a2ba2c593633cfbb,1325,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_handlers.go,429dffa27b45599bce538a349ea5f243e9e41de757ad22d5c2cac8b49a4e8244,40020,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_project.go,9e28cfc900346e4132548bb915dee56d00474923deccb65c136aed36e3065858,4375,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_prompt.go,fbeb8229585fc7357013f75b5d7e718040793e142c476fde08019bfae5febb9f,10505,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_prompt_tui.go,6c1cead7af4fac32a5e65488fa54020709ca40e27bd098df493c0c74e81b2f58,15837,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_subdir_license_test.go,01243b531cdd12b4791cf0c7f9aeeee79b3a90ac4c03e41408c483f5493b5274,2792,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_test.go,dfa5f92539e2aa4cde28a5373ff1d2d686503bff2e48de62205a2f699e3d2f2f,10310,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/install_warning_output_test.go,88057ff5b5d5ebf78c2e70005ff2dc133f7310ae7fec5648aed4c35f043d99f5,17664,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/json_output.go,7368e300fe4c6f8ccf66672732f9bba4dcc8b4e0b07fe6f0552c917bca1e7fbc,5548,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/json_output_test.go,1ef196dcae83125cdfe7540c2b138c9ab32e5b94c7f9cd3863d034fbc0223a93,3737,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/kind_filter.go,1582581b4e5fff6e777cad5e346a41b098ec50504d4053ffdcb84fed2d332d14,3278,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/kind_filter_test.go,543663aceb7a02e11126ffb25fbf2c9c90ecdfdeaf84d4142035cf291b2f48f1,4022,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list.go,d5bde6dbbd74c1844839dc46a20ccdfd11b6f3e02711a8a435ee99386a859ef9,26463,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_project.go,a36a4ff0e16aa33fc8af5642bab18c8aac243fe4080dd8642d03f3b9156e1557,6176,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_test.go,03eb5ea70795521900654dc66a251be9c3a07bf77d77d5922af7065c007b19e0,4143,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui.go,04b39830f88eb8b0b759078841f10abbcd360559104de907fd877e97b646a07c,35554,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_content.go,fec57861b501f8f53d41a906e7c72308f9f83a91803f39eac991a39e812ff109,19585,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_content_test.go,fa2e7a74247b84753ae576cd290202ed9ed222e165cb12be685d22244c5930da,1494,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_filter.go,dab83f4009bddfea08a82fb4f9eb81cc37c098f4195afe8c58838f0f1906810f,5412,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_filter_test.go,fb511840f55a50a5b4b6833f66a318c4c4f744aed2ca8394c8ee5018c76c1659,8222,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_item.go,ddb9bca5d78530a471f3ee0840cb13914dfb5b2eb642576927cd43bb03b49741,11809,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_item_test.go,c2766f2481396f3b3004db782b0e9f3a3c1cb099cb1e0543ef9f24405b2f691c,8925,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/list_tui_test.go,2112c6f5e65542baf11c8fd1e672c1e24862abcc3111a8904fd8bb02f268a294,11175,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log.go,ae538b13929516af51af50b850c1bed74bba2b7ddb9cac28cb73987fe8dcc3a0,9134,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_format.go,5c28933acb2f5d3bb033fa8fcd802740f6c378445dbd5e15df97985b292dbc8c,25167,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_format_test.go,d80f38319ce639f9eb95abb84c3048da0463900ac7b5d51019f8c4d12c89bf85,10369,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_max_entries_test.go,4e72f5e11abae16a316027539df9e73cd3c369fc41649e53f795149de9b99092,1430,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_project.go,d83b24d031065d846fbed4896224d9aa40d84776613617762d25e2ec6c5810d1,164,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_render.go,b507cb40fa0fa0b2917b6fedf29d41d731c6b981ad40a9805ceb56615abcfc12,5067,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_stats.go,f7ac40245ebbc130185920c60037c6de3ad95b8e3dfd2d5e379e11acf6f58a77,3376,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_stats_test.go,66384a06addf8d51fd9b06e321e5a28873f9faf14b0e2cf9f1a27c7f96d8124e,2139,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_tui.go,a57d5305b1b23adee8499f17802d943c4de9ed5147e924d96b9551934d76a42b,26864,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_tui_item.go,cb05ad153c5417fe975bede9078cc71fa89590066c9efe3f94fa2a621af9ce45,1848,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/log_tui_test.go,7a48057c7d8c7dea82577fc1da82a6d724d91fd07506cbcada7a838f645477ef,1172,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/main.go,95ba2c43ffed065ac5aff731ae5432b18e68fe0a171a7db04683b5c391ab3539,10440,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/mode.go,5e1ef3cf89ae4f61eb70acd1361e4a1cd1da0ae966cbbd2b19d51d0d47e4079e,1197,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/mode_hint.go,948f6f7e46e25c265892b6122000518855ca63a603d4d2dd85673682a40e6176,1671,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/new.go,ace54652ce6d4e258372c7764228bec5da1b9eca6bd4b1b27514686d8a7b3336,5842,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/new_templates.go,5d3a3773d1a9429b02627bc4ab9cde2aab8654185cab024a6fe809d463f5de25,734,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/new_templates_test.go,726a7bef8a700ddd39f1d78baa2831298f7ede9d342a16c54240febe07bc6722,2445,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/new_tui.go,1b13b5b6aedf6e076cbac497ea544eb73c03ce31271f002a84d04aaed1be699a,5976,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/project_paths.go,3e5e71b2ee201c59073c14a7ed4f3fd6d116e5d7dffdfc1b4f0f86e6dc5d2af0,476,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/project_runtime.go,a7e40494c9574f1b55f35e1b4e3e5c02568091c5c868881a7106f1447f8c90a7,1607,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/project_skills.go,258cf66be42257a105c23ed26c3e4fc3cdffc18af276baac28b6b356dc2e33a2,234,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/pull.go,ececd62bb12741009408acbe8bc4cee3f871bc530f716eac2495aace1bdad6a8,8269,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/push.go,a19f94f72b2fb837b52b76dceca6d3b300e875223342dceea368fafc97d9eb23,8835,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/restore_tui.go,573487c610fbeef09271c499cebddb7ab9049fc0dd2ec97d881348da6917f4ff,30479,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search.go,3e57bb6f2cc27a31147b51b61b3881398362be004d7b2d863e56182ff5aaa48b,19983,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_batch.go,6f0a61637b567be8377694c7d6eb536378494bb8a3f70a839874248d9c69c3c1,22280,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_batch_test.go,f851312994dea258cd1a95540dbfc363ab4bd8096ff8f66675ff166fd2d4d47f,5310,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_hub_test.go,1eaeb087be703879a4f3d2853a1133ecba16123477f5b652fcf96b0087481b13,668,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_test.go,9899a20ec5d92179f02fe3fd361298f0624e64779721b74b9a9ec127536facb3,2012,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_tui.go,abf54712b3c424c6d8c971dc598ed155bb79a4aad2fa0a361908275d2af01426,10975,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/search_tui_test.go,2e3ef6783ce0dffaf915e8a799dea6744e9740c766d8c85cb6ea16e5bd96b5a1,3930,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/status.go,a2beb34cd326de48f94c90574e7327f02336d87b9350eddddd7ac4f885e89322,17114,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/status_agents.go,35061d33ea0f5d4988bf123a0adef940a2c089246c53d29a1ee0a0ee51e0366a,1685,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/status_project.go,428a61743a63214a58f8b3d07f6fee0486526e44aab9ea23c6f35f4c6650045c,8198,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync.go,185904bcb62360418a831160cace97c5972859cf23419613437312f8ce1b9309,26453,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_agents.go,1037a30894ba9472f7ab14bc5a55f9509e8f5ae674041b865b1cb1bb48e8a445,11281,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_budget.go,aad8462caf76d422efb940cbb3e4d030d7807831e2f5f082fb88c3ba845d13b9,6132,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_budget_test.go,e5437af2a767c8ef4a85e1a556954fa200b89cac5d94649ed8489ed21050954d,5536,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_extras.go,32b4381c7bc4e3be5486a5f6e5710b37d8f45e872b2860b6986754d764db6583,17259,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_overlap_hint.go,5bba297a01ae021f1769aa3d8c6ab0a95c79708e100136482455e2a6d75b2d27,642,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_parallel.go,b8db612dd674a7f8544262f58c28e3210b6e880346c142fd716df23caca56dfe,14237,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_parallel_test.go,df282091289d8564c6b46eaf549c71291f2a08037a357430512271a13af39323,2002,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/sync_project.go,16cecfde5d7a79c352039316ff51f3d44db1d37b7a7c2517dd108b3002e57b52,4902,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target.go,a745722cf6f8cd360767996aeb5f75f309bdc5027b0fc6edd0ecfbd61f1a0065,20265,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_agents.go,aa8780c9a6ce9814b73c215ae58e62f4fa7aa242a4aeaef353437213a6b04ce4,4587,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_agents_test.go,445165d243e957059638331e565a15a5a58bfe8c8ffe5f3c023ee89bde8088d0,17022,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_helpers.go,9c860fad7793db570829bf0f13f212ed8de08723c0c2baa20858196ee2b6ffde,7745,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_helpers_test.go,eb81e88b8bcb27aada6dbe5ea3699a099710e934055b55d6b5a9c36f04fda0e7,8489,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_list_tui.go,7fdee871bacc58877c042be0dd84f161a23810028227c179dec877f7ea9fd458,36403,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_list_tui_item.go,340d056da01fdda21a1381ae578a6b7e6fd35f794cef1ecea90846c85aa1c0d6,1397,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/target_project.go,d9579c07b52e2dacfec530531391c099d43c4fb4493e9ead2acc4cde0e4aeeb5,13979,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/tracked_metadata.go,76634363f3b6f6599146f107f9dabe649fffcbabb288be63844e64142bb6d781,1684,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/trash.go,41af3ae9d33838e8e708c4474a660049b5eef6e145cf9627d7ab624dc0e27f0e,9870,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/trash_tui.go,670f90c7d4296c49a3d855e3fdf87da88060710cde1f15b684ec72ad6d4624aa,23510,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/trash_tui_test.go,a7997c87f7cbbe90a02206a432ce0556d89b735e03a719c01ee8074adc374f76,1472,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/tui_helpers.go,e275f318beae2696b3cddf2cdcccbaa939a3ef429d2b6fd5af15b417ad1eec89,4658,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/tui_toggle.go,850aed9796fb440b688f4dadcab9c8b33d7b380806d99f3b3e2872bee530383c,1713,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/ui.go,832f9dd1bcb070a787a87adefec99074b19c88f475206ba185f29ca4d584bdef,20222,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/ui_background_test.go,9a2c609c80efb979c87e37fa76f2d7081cd58b11eb14e023459bf6193724eb1a,1478,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/ui_process_other.go,bef2aa5feb24b27a76d827600fd3a890405d464e81e4cded69a837de876667de,146,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/ui_process_unix.go,515c48d123e3990e33fb1d5c43a8b5915f59ee26d2c9bd98c7a765d27eb24ac7,203,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/ui_process_windows.go,80990764f0d094f9dede654722ceda95e4778196c383df17cb26446f477e7238,228,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/uninstall.go,82f8e64f444eb0b0af4a11fd353dc9f9d6f816f7dd15c96e7d6cd8e61a0a59ec,35963,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/uninstall_agents.go,3a545798215e95aef6c044e88fdb427a0c3d4ef888443aa545d19f0187968824,5333,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/uninstall_project.go,3b6dc608a38a311a30697d3c7cf900b50436db9bc97a87563ab88ef74460955a,13726,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/uninstall_test.go,5e512edfbbeed5797c9b81677ab6def71950cc00a55d59fa16e44ff7b7ded2b1,2891,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update.go,1e11bbf9112d13eb8f950939c378b7f9212a6080b208e86d683b29e5282e761a,17222,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_agents.go,3ceec050cbcc16d47dd12f3ce96a71678ccdaced6f1e09d159379b6b7b46ac4a,23064,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_audit_render.go,aa55193a0374afbceca85a816d6f8a86ffd89c8b235311f3b499093ca343ceea,7647,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_batch.go,bc036d5d3c7aa7cc37195edb9035f536a7e044bd8f514e244b0fb92266c714ec,10772,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_handlers.go,44aa7c19a3c54fb9efd58be9e7828a1436d22d37c401db62cb530d51ce109c4f,15755,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_project.go,76a8fc97bbca7098aede759ea2a194a17695235da64590d12ec1f593a01633af,7839,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_resolve.go,691ae164cfc7d5731160e94850706939e2b94401a1db09344457defb879cc392,5275,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/update_test.go,7257fbf1455c0529484b9d4c542eeccee89aa10e8285bf667714fa9dd6e10dd3,4870,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/upgrade.go,c3eddb5d3eaaf10313b3a40579c3399eb658dc3616f78a464c66a488488be2c0,13948,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/upgrade_test.go,4e5a4ea0b599530cf4f79a4404436beddad1500a2334de19d552a86ea7c5c0e8,2341,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/upgrade_unix.go,8403b0b3c947361a283cd3a88fb1b00040d1f161fdece314772cb94633f63df5,638,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,cmd/skillshare/upgrade_windows.go,21334655af6e1456d8981ca3fb4744fbfda7af7ca1902143d6ffbf7315f0fd56,192,go,go,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,docker-compose.sandbox.yml,11df0444346799cae5be90c2758d2e1a0f27097ba6495d63b08c2835af283bee,2687,yml,yaml,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,docker/ci/Dockerfile,59bc58177730cf7ec25584d9719d3c467e207c9690f7ec24a533e986f80e61a2,783,none,unknown,deployment,authoritative-or-review-required,SS-ROOT,
skillshare,docker/production/Dockerfile,a883b41218d00f9b7cd020d2f02a619dc4fe316b9e182f039874396e40b5e21a,1251,none,unknown,deployment,authoritative-or-review-required,SS-ROOT,
skillshare,docker/production/entrypoint.sh,3e81d043a8657463aff4741ab4a334b0b920d246493a0f839f659853c497abfa,283,sh,shell,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,docker/sandbox/Dockerfile,dabaf3881fac573d6db99662f581ae71c312b796db2c49f6b4e38806c6b98d5b,2272,none,unknown,deployment,authoritative-or-review-required,SS-ROOT,
skillshare,docker/sandbox/entrypoint.sh,02e607951ad5bbb7c9bbe16736cc4abe4b2678827bcf6944e8ea8081c9f23da7,448,sh,shell,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/README.md,f66a473ffaa44afcc78438d11a44143c284cfddfb5cf9c93bdac258c879c8b31,4277,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/codex-agents/convert.js,74d35e630d577c65159105e51edfb1f1a9987c3e7c732f00a0bdb759a1574117,872,js,javascript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/codex-agents/extension.yaml,e66871c56e2fce45c4c407692e547d0ca209902f04c1767f0b85ed77a4887b83,118,yaml,yaml,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/codex-agents/md-toml.js,e78829027aa9f9feca4ad8e9df1496ac6b7fc3607e35df727386a8dec1f3d0ed,2662,js,javascript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/gemini-commands/convert.js,f647cc2c4180814f23e600787568fba2fdf949c8c6e2caf5f9e9abe58b4eca61,220,js,javascript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/gemini-commands/extension.yaml,e5c4afb88ca36284d0116adb0272320a68b3ddf8b419792875057a0fc7cdcfb5,133,yaml,yaml,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,extensions/gemini-commands/md-toml.js,a9495638a8d36b3a1c0e0120d4577f43be96df2e431b399641124c4384ab1104,2536,js,javascript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,go.mod,96c2caceae59e18ea1cfa488ae2dff88301b4a4d0b02d12c7585b8e1d2eeb4d7,2296,mod,unknown,implementation,authoritative-or-review-required,SS-ROOT,
